,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,wr,std_rank
239,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.7047121535138146,0.3146329759664241
240,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6920177680809619,0.44407747188757757
241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.705231997288757,0.37164991525041846
242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7098259242824793,0.3494420044343073
243,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6896139208998089,0.39876531987788233
244,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7026057121820869,0.3848412597335588
245,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.6948718792016206,0.3470265259372696
246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7106765431203868,0.3533119335798998
247,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7036034681788319,0.5962847939999439
248,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7072393561682709,0.33665645771778957
249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7006020535781887,0.40205370375298705
250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7037840931233645,0.385454403688653
251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7085160412778339,0.3613195145975752
252,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6952551675467614,0.3689434420531393
253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.704946232484643,0.4817367197248334
254,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6969320614060001,0.37962589548760134
255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7026217220188854,0.3793208574913026
256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7047049006665403,0.3908679799852858
257,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7122234141374467,0.3277299306395755
258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7171542630772796,0.34945804654425244
259,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6907730842161213,0.40311548749740644
260,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6913471386201566,0.4246018718900101
261,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6996242473023727,0.44396108982135174
262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7064717119236378,0.3960585282189596
263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7014665036999618,0.49582429737858524
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6963857492010994,0.309262249413616
265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7129064432359133,0.3130811428051807
266,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7013859135829908,0.4978874020090938
267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7046226182360903,0.3964456049031933
268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7118502738245729,0.37123363838410794
269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7162896742485111,0.339613827733292
270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.7057003829475539,0.33827736002334463
271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6981935061827168,0.418500239118749
272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7190644348612635,0.2909832535089088
273,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7057161784886198,0.3534733285589675
274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7042966274987373,0.3390015701256562
275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7171430669034392,0.3192454458777874
276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7099762813563115,0.414612748300785
277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7044600061459174,0.3802310850525572
278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7028481774688616,0.40476718986032123
279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7040519984306807,0.38246123430313933
280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.701220317010877,0.3775690436353943
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.698511634228238,0.31646068036381353
282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.709328189577705,0.33590373833234904
283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7083046244251686,0.34978501791662625
284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6970902264971016,0.36353112955410316
285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7173312314689892,0.30671097238885564
286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.7100069908033543,0.40792689190094983
287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.704989298220116,0.31861928094100633
288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7014723756884222,0.39192296403396365
289,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6914455514138158,0.4407755702060362
290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6997003265927983,0.33216572972740993
291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7028927388481225,0.33390925214689954
292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7057082224656445,0.3561514976417867
293,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7092332126242832,0.2906367096044425
294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6885911682153386,0.38354776248550154
295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7037751559013015,0.35414196931952746
296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7045337007369715,0.2788866755113585
297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7068847826371628,0.2522131858330788
298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.709328074039618,0.3406003855631858
299,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.6998546745332535,0.41783582524659635
300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7083007690190379,0.355157176888805
301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6998355434397756,0.3857647853886247
302,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.7226310101085781,0.29813265232789676
303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7071572792603367,0.3363448436965825
304,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7043031284227967,0.33404143323066887
305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7056872017904028,0.35759763853882387
306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.708540868214987,0.32575522126434175
307,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.7041227913046176,0.3538227252893794
308,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.7029361467733128,0.45087026548633974
309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7023118238905132,0.46983473780794865
310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7058639551898124,0.3104688839685342
311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.7058482176981681,0.31199188382749593
312,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.7016761786639885,0.38745226878207445
313,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7287047836098499,0.32223595439039465
314,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7034063960167168,0.0
315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7141596929175466,0.29900116062125387
316,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7129763428986488,0.27780574555475596
317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7093621202064881,0.29999810368422547
318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7337235405029088,0.2866884130879933
319,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7007169077966038,0.40178945508086444
320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7060060695254392,0.4685143433241151
321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6981170254645912,0.3569659288796405
322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.695067472949429,0.34721326323481005
323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6909762847271957,0.38447509032679916
324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6997649529688972,0.46603816364537365
325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6923844407406677,0.4572814194203114
326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7011056516732214,0.39837307264652044
327,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.7020238852674434,0.3663854417720053
328,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.7018806202867812,0.36198541031847836
329,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.7037862286145268,0.3530257681564565
330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7023588669330353,0.4002334510463403
331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7047675288694629,0.31772405437793727
332,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.7038236107829928,0.33348891259327673
333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7060929336911262,0.37670486029023803
334,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.703814049973691,0.4241819991156681
335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7030476068616626,0.37998029782867415
336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.700275533599702,0.4188615896676426
337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7038754335923075,0.4505074796796517
338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6961746871527401,0.41355349117886214
339,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7033267659799625,0.3794566401740151
340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7060417236944799,0.4188271073657166
341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7040577996084442,0.5212008507258844
342,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7012128323788553,0.4383610015981867
343,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6991720559183413,0.4130377601334177
344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7057450434503996,0.3746380616296946
345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7040020704881943,0.41855424544533876
346,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.707030383292262,0.37311821678375146
347,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7048325891259819,0.36645772103667057
348,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.704223024069127,0.3462927940153995
349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7024078791275923,0.3788527573671675
350,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7026878876200405,0.43998962394980895
351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7026841644870788,0.4208335066699591
352,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7000808527619042,0.49977831965214964
353,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7030556639848923,0.4819830830098628
354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7043682583925365,0.34471535823942767
355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7021996867356648,0.33642841675754753
356,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.7029649840609805,0.31127812562216084
357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7260328659443669,0.29975436584361265
358,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6917427281537915,0.39801799315242303
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7041764990813356,0.4650482139196336
360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7042594294490332,0.5548085255293037
361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7043603446826813,0.610425300605281
362,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7027073011222207,0.47707087351617666
363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7002094747952963,0.3712707869790214
364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7009600649130935,0.39525100747345465
365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7024745757987975,0.38292194176247735
366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7035124479333822,0.3570229497173387
367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7036886865115314,0.32748178297703556
368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6987394305588106,0.3912017984593047
369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6984348401219878,0.43149521296519755
370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7013832049570958,0.40330544194581064
371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7019982211190928,0.45694812320611106
372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7044879004956853,0.34092732189146113
373,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7015745416563626,0.33992810350295477
374,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7029273458697168,0.410890701806659
375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.70017957253312,0.39950828026739926
376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7028404859455598,0.2705604550389188
377,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7028271383454463,0.37260433719276753
378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7072155413958309,0.38133306752974594
379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7020307019565294,0.4081408425634723
380,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.702001999757231,0.3345466192202731
381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7047555539146888,0.36688737437517616
382,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7051066664224568,0.35505412662835073
383,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6988717540732716,0.3124248543529889
384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6983545463659911,0.3545232485320404
385,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7054628686946347,0.3785071811455592
386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6972351355711573,0.33691034382108254
387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7034808855000911,0.34658053316223136
388,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7006042013148835,0.34823301647924454
389,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7044683821932823,0.3677228926598988
390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7043200129861867,0.4812265031857878
391,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6990515219069634,0.3385660923855374
392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7051299358114719,0.3512732569989882
393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7018524434217925,0.3417781534508526
394,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7044465738155701,0.42562826537937426
395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6986300931459851,0.3480058312845614
396,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.700208260057437,0.40557172509577394
397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7034225733437923,0.3304386831473551
398,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7000480286055375,0.3708672498439337
399,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702452180822502,0.33647808042545474
400,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7028159602037181,0.443676390509793
401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6978519208709556,0.3982451673111845
402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7033020932785171,0.357965385855152
403,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7028827090264077,0.3304309685065811
404,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7067146021347163,0.31357415146068945
405,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6971098809008256,0.3452865551287914
406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.698332180976791,0.3433876906899158
407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6993649022166074,0.36210277691924925
408,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7169308486948452,0.2751192851764787
409,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7015178891008264,0.350713914706494
410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6980723419958387,0.4259380394701852
411,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.6940710852693401,0.3852596079776072
412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6927591290909414,0.39691312380098703
413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6986292101895857,0.3649462954891872
414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7046973826870699,0.33247662615439905
415,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7025070292518965,0.29760952365713805
416,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7043404162826927,0.37934807061284226
417,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7007791207701543,0.36251484004071194
418,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7053262628839667,0.31535478467208944
419,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7081545326579406,0.3522601584279112
420,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7061242289389945,0.30249539351876353
421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7051066664224568,0.41510653191177427
422,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7025086742842139,0.3621467464405097
423,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.7145319187445937,0.3680808511296375
424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6994882869625441,0.2363327624413818
425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7066265230048352,0.35275644827733804
426,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.7019093531085187,0.44132899863296243
427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7227503506984031,0.25992023474153303
428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7086265301171883,0.3640805949932907
429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7093286467017886,0.317999364001908
430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7099988784939477,0.34946593078812305
431,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7049411311491133,0.38234831531441427
432,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7097495310151095,0.39528618169114677
433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7083272407283989,0.34398769923604156
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.707397391888234,0.3076168870930303
435,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7147195409465544,0.3013635989913055
436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7046986605527457,0.3197029007553439
437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7030719067170379,0.0
438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7028706637510904,0.13762047064079508
439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7034063960167168,0.0
440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7014358900622015,0.3535533905932738
441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6989168085330375,0.3466632928310859
442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.703640318995106,0.1336306209562122
443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7100140724903892,0.30978109291811684
444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.700274283609295,0.3743667704219615
445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7046175013866812,0.29464835633484304
446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7034613781372712,0.38771999869186646
447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7043487427920383,0.34771215145519885
448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7033427699582516,0.3448860336465377
449,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6978087726679976,0.3701590472301385
450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6958455545921373,0.40661495742094317
451,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7011868990130179,0.43438673190890564
452,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6975820868176326,0.38411746048065226
453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7014005406392757,0.32300878845529085
454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7035501946542069,0.37600766798267077
455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001059123259811,0.38122985633608714
456,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6976171222353481,0.37154703016231333
457,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6994239287839304,0.3717708039308509
458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7009002021563201,0.39053678265425273
459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7053026072966451,0.3663566182248817
460,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7029958857577084,0.3890976125659205
461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7055561908338485,0.2863366807771561
462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7090939893666415,0.3188424636166991
463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7072649119189665,0.3602374111144097
464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7049611658101159,0.4068757740400941
465,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7048974125612821,0.37296970404553215
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7048938414275554,0.37462186982708795
467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7063842351174536,0.2785791774545739
468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7029927759264438,0.37856220483494496
469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.706604747030801,0.35124495138438055
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7062820203362283,0.34622258900981523
471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7058960801709384,0.3035723403806571
472,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6964274891240985,0.3880927422843274
473,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6992104017372553,0.35153415594078624
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.719691382268822,0.30192285766680244
475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7138095960552674,0.37834913099067885
476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6952957197011519,0.3890409412464203
477,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7010872048007205,0.41006841940984085
478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7117959281238719,0.29601833392595234
